TCGA-61-2110-01A
TCGA-13-0911-01A
TCGA-13-1509-01A
TCGA-13-1510-01A
TCGA-24-1423-01A
TCGA-24-1427-01A
TCGA-24-1463-01A
TCGA-24-1562-01A
TCGA-24-1563-01A
TCGA-24-1845-01A
TCGA-24-2030-01A
TCGA-25-1314-01A
TCGA-25-1324-01A
TCGA-25-1326-01A
TCGA-25-1329-01A
TCGA-25-1870-01A
TCGA-25-2404-01A
TCGA-29-1698-01A
TCGA-29-1769-01A
TCGA-29-1776-01A
TCGA-31-1944-01A
TCGA-61-1724-01A
TCGA-61-1737-01A
TCGA-61-1741-01A
TCGA-61-1901-01A
TCGA-61-1904-01A
TCGA-61-1914-01A
TCGA-61-1918-01A
TCGA-61-1998-01A
TCGA-04-1348-01A
TCGA-04-1530-01A
TCGA-09-2043-01A
TCGA-09-2056-01B
TCGA-13-0723-01A
TCGA-13-0760-01A
TCGA-13-0791-01A
TCGA-13-0793-01A
TCGA-13-0807-01B
TCGA-13-0897-01A
TCGA-13-0903-01A
TCGA-13-0910-01A
TCGA-13-0916-01A
TCGA-13-1496-01A
TCGA-13-2060-01A
TCGA-23-1023-01A
TCGA-24-0980-01A
TCGA-24-1545-01A
TCGA-24-1551-01A
TCGA-24-1842-01A
TCGA-24-1843-01A
TCGA-24-1924-01A
TCGA-24-2019-01A
TCGA-25-1635-01A
TCGA-25-2399-01A
TCGA-29-1699-01A
TCGA-30-1880-01A
TCGA-31-1951-01A
TCGA-31-1953-01A
TCGA-36-1576-01A
TCGA-36-1578-01A
TCGA-36-1581-01A
TCGA-59-2351-01A
TCGA-61-1725-01A
TCGA-61-1903-01A
TCGA-61-1911-01A
TCGA-61-2002-01A
TCGA-61-2094-01A
TCGA-04-1350-01A
TCGA-04-1356-01A
TCGA-04-1362-01A
TCGA-04-1517-01A
TCGA-04-1536-01A
TCGA-09-1670-01A
TCGA-10-0928-01A
TCGA-10-0931-01A
TCGA-10-0934-01A
TCGA-10-0938-01A
TCGA-13-0725-01A
TCGA-13-0799-01A
TCGA-13-0912-01A
TCGA-13-0913-01A
TCGA-13-1404-01A
TCGA-13-1501-01A
TCGA-23-1029-01B
TCGA-24-1413-01A
TCGA-24-1419-01A
TCGA-24-1466-01A
TCGA-24-1548-01A
TCGA-24-1555-01A
TCGA-24-1557-01A
TCGA-24-1558-01A
TCGA-24-1614-01A
TCGA-24-2036-01A
TCGA-24-2290-01A
TCGA-24-2297-01A
TCGA-25-1321-01A
TCGA-25-1325-01A
TCGA-25-1630-01A
TCGA-25-1871-01A
TCGA-30-1853-01A
TCGA-30-1861-01A
TCGA-36-1570-01A
TCGA-36-1571-01A
TCGA-36-1575-01A
TCGA-57-1582-01A
TCGA-57-1583-01A
TCGA-57-1584-01A
TCGA-59-2350-01A
TCGA-61-1899-01A
TCGA-61-1910-01A
TCGA-04-1367-01A
TCGA-04-1525-01A
TCGA-04-1651-01A
TCGA-09-1659-01B
TCGA-09-1666-01A
TCGA-10-0935-01A
TCGA-10-0936-01A
TCGA-10-0937-01A
